CodEstacao,Municipio,UF,TipoEstacao,Situacao,Latitude,Longitude,AltitudeM,DataInicioOperacao,DataFimOperacao
A539,MOCAMBINHO,MG,Automatica,Operante,-15.08583333,-44.01611111,454.0,2007-11-10T21:00:00.000-03:00,
A526,MONTALVANIA,MG,Automatica,Pane,-14.40833333,-44.40416666,519.52,2007-06-25T21:00:00.000-03:00,
A509,MONTE VERDE,MG,Automatica,Operante,-22.86166666,-46.04333333,1544.89,2004-12-18T21:00:00.000-03:00,
83437,MONTES CLAROS,MG,Convencional,Operante,-16.68638888,-43.84388888,645.87,1911-12-31T21:25:56.000-02:34,
A506,MONTES CLAROS,MG,Automatica,Operante,-16.68638888,-43.84388888,645.87,2002-12-18T22:00:00.000-02:00,
A517,MURIAE,MG,Automatica,Operante,-21.105,-42.37583332,282.79,2006-08-29T21:00:00.000-03:00,
A563,NOVA PORTEIRINHA (JANAUBA),MG,Automatica,Operante,-15.80277777,-43.29694444,532.0,2016-11-18T21:00:00.000-03:00,
A570,OLIVEIRA,MG,Automatica,Operante,-20.715,-44.86444444,1025.0,2017-10-18T21:00:00.000-03:00,
A513,OURO BRANCO,MG,Automatica,Operante,-20.55666666,-43.75611111,1048.2,2006-07-27T21:00:00.000-03:00,
A571,PARACATU,MG,Automatica,Operante,-17.24444444,-46.88166666,705.0,2018-03-15T21:00:00.000-03:00,
83737,PASSA QUATRO,MG,Convencional,Operante,-22.38277777,-44.96694443,919.55,1912-07-28T21:25:56.000-02:34,
A529,PASSA QUATRO,MG,Automatica,Operante,-22.39583333,-44.96194444,1017.1,2007-05-29T21:00:00.000-03:00,
A516,PASSOS,MG,Automatica,Operante,-20.74527777,-46.63388888,781.7,2006-07-15T21:00:00.000-03:00,
A562,PATOS DE MINAS,MG,Automatica,Pane,-18.52055554,-46.44055555,950.0,2017-05-11T21:00:00.000-03:00,
A523,PATROCINIO,MG,Automatica,Operante,-18.99666666,-46.98583333,978.11,2006-08-21T21:00:00.000-03:00,
83393,PEDRA AZUL,MG,Convencional,Operante,-16.00944444,-41.2811111,647.97,1918-09-30T21:00:00.000-03:00,
A545,PIRAPORA,MG,Automatica,Operante,-17.258064,-44.835556,505.32,2007-07-03T21:00:00.000-03:00,
A560,POMPEU,MG,Automatica,Operante,-19.23249999,-44.96416666,705.0,2015-08-20T21:00:00.000-03:00,
A551,RIO PARDO DE MINAS,MG,Automatica,Operante,-15.72305554,-42.43583333,850.06,2007-11-16T21:00:00.000-03:00,
A525,SACRAMENTO,MG,Automatica,Operante,-19.87527777,-47.43416666,913.12,2006-08-18T21:00:00.000-03:00,
A552,SALINAS,MG,Automatica,Operante,-16.16027777,-42.31027777,487.14,2007-09-13T21:00:00.000-03:00,
A514,SAO JOAO DEL REI,MG,Automatica,Operante,-21.10638888,-44.25083333,929.88,2006-06-08T21:00:00.000-03:00,
A547,SAO ROMAO,MG,Automatica,Pane,-16.36277777,-45.12388888,490.29,2007-06-29T21:00:00.000-03:00,
A561,SAO SEBASTIAO DO PARAISO,MG,Automatica,Pane,-20.91,-47.11416666,845.0,2015-08-16T21:00:00.000-03:00,
A522,SERRA DOS AIMORES,MG,Automatica,Operante,-17.79888888,-40.25,211.97,2006-08-20T21:00:00.000-03:00,
A569,SETE LAGOAS,MG,Automatica,Operante,-19.45527777,-44.17333332,719.0,2016-06-09T21:00:00.000-03:00,
A527,TEOFILO OTONI,MG,Automatica,Operante,-17.89277777,-41.51555555,467.17,2006-08-24T21:00:00.000-03:00,
A511,TIMOTEO,MG,Automatica,Operante,-19.57388888,-42.62249999,493.42,2006-02-21T21:00:00.000-03:00,
A528,TRES MARIAS,MG,Automatica,Operante,-18.20083333,-45.45972222,931.01,2006-08-24T21:00:00.000-03:00,
A568,UBERABA,MG,Automatica,Operante,-19.71,-47.96194444,778.0,2017-05-18T21:00:00.000-03:00,
A507,UBERLANDIA,MG,Automatica,Operante,-18.91694443,-48.25555555,874.77,2002-12-17T22:00:00.000-02:00,
83428,UNAI,MG,Convencional,Operante,-16.36638888,-46.88944444,595.59,1976-04-06T21:00:00.000-03:00,
A542,UNAI,MG,Automatica,Operante,-16.55416666,-46.88194443,640.85,2007-06-15T21:00:00.000-03:00,
A515,VARGINHA,MG,Automatica,Operante,-21.56638888,-45.40416666,949.78,2006-07-12T21:00:00.000-03:00,
A510,VICOSA,MG,Automatica,Operante,-20.7625,-42.86388888,697.64,2005-09-14T21:00:00.000-03:00,
A756,AGUA CLARA,MS,Automatica,Operante,-20.44444444,-52.87583332,323.63,2010-08-13T21:00:00.000-03:00,
S733,AGUA CLARA (FAZ. PELEJA),MS,Automatica,Operante,-19.774306,-53.273982,527.0,2025-08-19T21:00:00.000-03:00,
S731,ALCINOPOLIS (FAZ. VALE DO CEDRO),MS,Automatica,Operante,-18.052175,-53.845593,384.0,2025-08-13T21:00:00.000-03:00,
A750,AMAMBAI,MS,Automatica,Operante,-23.0025,-55.32944443,433.59,2008-06-10T21:00:00.000-03:00,
A772,AMAMBAI - NOVO HORIZONTE,MS,Automatica,Operante,-23.1211111,-54.86555555,,2026-02-17T21:00:00.000-03:00,
S736,ANAURILANDIA (FAZ. SANTO ANDRE),MS,Automatica,Operante,-22.046806,-52.897545,428.0,2025-08-29T21:00:00.000-03:00,
S701,ANGELICA,MS,Automatica,Operante,-22.14805555,-53.76361111,347.0,2018-04-08T21:00:00.000-03:00,
A719,AQUIDAUANA,MS,Automatica,Operante,-20.47555554,-55.78388888,151.35,2006-10-31T21:00:00.000-03:00,
S729,AQUIDAUANA (FAZ. BARRANCO ALTO),MS,Automatica,Operante,-19.573766,-56.155409,101.0,2025-08-05T21:00:00.000-03:00,
S702,ARAL MOREIRA,MS,Automatica,Operante,-22.955,-55.6261111,605.0,2018-04-12T21:00:00.000-03:00,
S703,BANDEIRANTES,MS,Automatica,Operante,-19.94555555,-54.3686111,624.0,2018-01-28T21:00:00.000-03:00,
A759,BATAGUASSU,MS,Automatica,Operante,-21.75,-52.47138888,392.13,2013-03-20T21:00:00.000-03:00,
S704,BONITO,MS,Automatica,Operante,-21.24666666,-56.45055555,329.0,2018-08-05T21:00:00.000-03:00,
S706,CAARAPO,MS,Automatica,Operante,-22.65694444,-54.81944443,456.0,2018-03-02T21:00:00.000-03:00,
S707,CAMAPUA,MS,Automatica,Operante,-19.58749999,-54.02999999,540.0,2018-02-18T21:00:00.000-03:00,
A702,CAMPO GRANDE,MS,Automatica,Operante,-20.44722221,-54.72249999,528.47,2001-09-09T21:00:00.000-03:00,
S730,CARACOL (FAZ. OURO E PRATA),MS,Automatica,Operante,-21.854199,-56.868788,392.0,2025-08-09T21:00:00.000-03:00,
A742,CASSILANDIA,MS,Automatica,Operante,-19.12249999,-51.72083332,494.72,2008-03-07T21:00:00.000-03:00,
A730,CHAPADAO DO SUL,MS,Automatica,Operante,-18.80222222,-52.6025,820.82,2006-12-19T21:00:00.000-03:00,
S722,CORGUINHO (FAZ. MORRO ALEGRE),MS,Automatica,Operante,-19.76111111,-55.32972221,597.0,2025-06-10T21:00:00.000-03:00,
A724,CORUMBA,MS,Automatica,Operante,-18.99666666,-57.63749999,111.73,2006-10-25T21:00:00.000-03:00,
S726,CORUMBA (ECOA AMOLAR),MS,Automatica,Operante,-18.040824,-57.489877,99.0,2025-07-25T21:00:00.000-03:00,
S718,CORUMBA (FAZ. CAMPO ZELIA),MS,Automatica,Operante,-18.6236111,-55.68666666,150.0,2025-05-19T21:00:00.000-03:00,
S727,CORUMBA (FAZ. ELDORADO DA FORMOSA),MS,Automatica,Operante,-17.908087,-56.5671,124.0,2025-07-28T21:00:00.000-03:00,
S721,CORUMBA (FAZ. SAO CANDIDO),MS,Automatica,Operante,-20.08583333,-57.30611111,108.0,2025-06-05T21:00:00.000-03:00,
S725,CORUMBA (FAZ. SAO FRANCISCO),MS,Automatica,Operante,-17.790603,-55.774991,145.0,2025-06-26T21:00:00.000-03:00,
S720,CORUMBA (FAZ. XARAES),MS,Automatica,Operante,-19.49444444,-56.95777777,155.0,2025-05-31T21:00:00.000-03:00,
A760,COSTA RICA,MS,Automatica,Operante,-18.49277777,-53.17138888,727.34,2012-12-03T21:00:00.000-03:00,
A720,COXIM,MS,Automatica,Pane,-18.51222222,-54.7361111,251.48,2006-11-05T21:00:00.000-03:00,
A721,DOURADOS,MS,Automatica,Operante,-22.19388888,-54.91138888,463.3,2006-10-17T21:00:00.000-03:00,
S708,FATIMA DO SUL,MS,Automatica,Operante,-22.30861111,-54.32583332,340.0,2018-02-27T21:00:00.000-03:00,
S732,FIGUEIRAO (FAZ. WATERLOO),MS,Automatica,Operante,-18.74532,-53.936083,462.0,2025-08-15T21:00:00.000-03:00,
S709,IGUATEMI,MS,Automatica,Operante,-23.64444444,-54.57027777,319.0,2018-02-18T21:00:00.000-03:00,
S734,INOCENCIA (FAZ. RECANTO),MS,Automatica,Operante,-19.98796,-52.139617,369.0,2025-08-22T21:00:00.000-03:00,
S710,ITAPORA,MS,Automatica,Operante,-22.09277777,-54.79888888,360.0,2018-02-25T21:00:00.000-03:00,
A752,ITAQUIRAI,MS,Automatica,Pane,-23.44944444,-54.18194443,337.82,2008-05-27T21:00:00.000-03:00,
A709,IVINHEMA,MS,Automatica,Operante,-22.30055555,-53.82277777,377.36,2003-02-07T22:00:00.000-02:00,
A758,JARDIM,MS,Automatica,Operante,-21.4786111,-56.13777777,252.47,2011-08-03T21:00:00.000-03:00,
A749,JUTI,MS,Automatica,Operante,-22.85722222,-54.60555555,375.18,2008-06-15T21:00:00.000-03:00,
S711,LAGUNA CARAPA,MS,Automatica,Operante,-22.57527777,-55.16027777,499.0,2018-04-11T21:00:00.000-03:00,
A731,MARACAJU,MS,Automatica,Operante,-21.60916666,-55.17749999,388.94,2006-12-14T21:00:00.000-03:00,
A722,MIRANDA,MS,Automatica,Operante,-20.39555555,-56.43166666,132.49,2006-11-01T21:00:00.000-03:00,
S735,NAVIRAI (FAZ. SANTA HELENA DO PINDO),MS,Automatica,Operante,-22.899909,-53.869219,303.0,2025-08-27T21:00:00.000-03:00,
A717,NHUMIRIM,MS,Automatica,Operante,-18.9886111,-56.62277777,102.26,2006-08-01T21:00:00.000-03:00,
S724,NIOAQUE (FAZ. BURITIZINHO DA DOMINGUENA),MS,Automatica,Operante,-21.067069,-55.645874,305.0,2025-06-20T21:00:00.000-03:00,
S712,NOVA ALVORADA DO SUL,MS,Automatica,Operante,-21.45083333,-54.34194444,407.0,2018-02-22T21:00:00.000-03:00,
S713,NOVA ANDRADINA,MS,Automatica,Operante,-22.0786111,-53.46583333,372.0,2018-04-08T21:00:00.000-03:00,
S723,PARAISO DAS AGUAS (FAZ. RANCHINHO),MS,Automatica,Operante,-19.233169,-53.329431,617.0,2025-06-15T21:00:00.000-03:00,
A710,PARANAIBA,MS,Automatica,Operante,-19.69555555,-51.18166666,408.06,2006-11-09T21:00:00.000-03:00,
S714,PEDRO GOMES,MS,Automatica,Operante,-18.07277777,-54.54888888,251.0,2018-02-01T21:00:00.000-03:00,
A703,PONTA PORA,MS,Automatica,Operante,-22.5525,-55.71638888,668.0,2001-09-06T21:00:00.000-03:00,
A723,PORTO MURTINHO,MS,Automatica,Operante,-21.70583333,-57.88666666,78.56,2006-10-23T21:00:00.000-03:00,
S719,PORTO MURTINHO (FAZ. SAO LUIS),MS,Automatica,Operante,-20.97305554,-57.40111111,178.1,2025-05-26T21:00:00.000-03:00,
S715,RIBAS DO RIO PARDO,MS,Automatica,Operante,-20.46666666,-53.76305555,442.0,2018-01-17T21:00:00.000-03:00,
S728,RIBAS DO RIO PARDO (FAZ. CAMPO RICO),MS,Automatica,Operante,-21.189845,-53.555382,449.0,2025-08-02T21:00:00.000-03:00,
A743,RIO BRILHANTE,MS,Automatica,Operante,-21.77499999,-54.52805554,324.31,2008-06-25T21:00:00.000-03:00,
S716,SANTA RITA DO PARDO,MS,Automatica,Operante,-21.30583333,-52.82027777,383.0,2018-02-18T21:00:00.000-03:00,
A732,SAO GABRIEL DO OESTE,MS,Automatica,Operante,-19.42027777,-54.55305555,646.0,2006-12-17T21:00:00.000-03:00,
A751,SETE QUEDAS,MS,Automatica,Operante,-23.96694443,-55.02416666,398.4,2008-06-02T21:00:00.000-03:00,
A754,SIDROLANDIA,MS,Automatica,Operante,-20.98166666,-54.97194443,471.43,2008-09-28T21:00:00.000-03:00,
A761,SONORA,MS,Automatica,Operante,-17.63527777,-54.76055555,495.25,2012-11-29T21:00:00.000-03:00,
A704,TRES LAGOAS,MS,Automatica,Operante,-20.79499999,-51.71333333,328.94,2001-09-02T21:00:00.000-03:00,
A908,AGUA BOA,MT,Automatica,Pane,-14.01638888,-52.21166666,440.0,2006-12-15T21:00:00.000-03:00,
A924,ALTA FLORESTA,MT,Automatica,Pane,-10.07722221,-56.17916666,291.85,2007-05-22T21:00:00.000-03:00,
A909,ALTO ARAGUAIA,MT,Automatica,Operante,-17.33944444,-53.22444443,753.28,2011-09-21T21:00:00.000-03:00,
A934,ALTO TAQUARI,MT,Automatica,Operante,-17.8411111,-53.28944444,862.42,2008-01-28T21:00:00.000-03:00,
A910,APIACAS,MT,Automatica,Pane,-9.56333333,-57.3936111,217.75,2006-10-23T21:00:00.000-03:00,
A964,ARIPUANA,MT,Automatica,Operante,-10.18249999,-59.45972222,230.0,2026-02-22T21:00:00.000-03:00,
A967,BARRA DO BUGRES,MT,Automatica,Operante,-15.07583332,-57.19472221,186.0,2026-02-02T21:00:00.000-03:00,
A945,BARRA DO GARCAS,MT,Automatica,Operante,-15.88472221,-52.22722221,304.0,2025-11-25T21:00:00.000-03:00,
A927,BRASNORTE (NOVO MUNDO),MT,Automatica,Operante,-12.52194443,-58.23138888,426.2,2008-02-28T21:00:00.000-03:00,
A941,CACERES,MT,Automatica,Operante,-16.12999999,-57.69083333,123.53,2012-03-29T21:00:00.000-03:00,2021-01-07T21:00:00.000-03:00
A905,CAMPO NOVO DOS PARECIS,MT,Automatica,Operante,-13.78583333,-57.8386111,525.41,2002-12-12T22:00:00.000-02:00,
A912,CAMPO VERDE,MT,Automatica,Operante,-15.55888888,-55.17944443,747.0,2006-11-20T21:00:00.000-03:00,
A962,CAMPOS DE JULIO,MT,Automatica,Operante,-13.72722221,-59.2625,620.0,2026-02-14T21:00:00.000-03:00,
A957,CANARANA,MT,Automatica,Operante,-13.47055554,-52.30444444,430.0,2026-02-08T21:00:00.000-03:00,
A926,CARLINDA,MT,Automatica,Pane,-9.97055554,-55.82749999,293.71,2008-04-08T21:00:00.000-03:00,
A958,CHAPADA DOS GUIMARAES,MT,Automatica,Operante,-15.46055555,-55.74972221,800.0,2026-02-05T21:00:00.000-03:00,
A954,COCALINHO,MT,Automatica,Operante,-14.38555555,-51.00972222,252.0,2025-12-02T21:00:00.000-03:00,
A965,COLNIZA,MT,Automatica,Operante,-9.45222222,-59.23527777,140.0,2026-02-21T21:00:00.000-03:00,
A963,COMODORO NORTE,MT,Automatica,Operante,-13.63555555,-59.78499999,624.0,2026-02-16T21:00:00.000-03:00,
A968,CONFRESA,MT,Automatica,Operante,-10.65416666,-51.55222222,240.0,2026-03-10T21:00:00.000-03:00,
A919,COTRIGUACU,MT,Automatica,Pane,-9.90638888,-58.57222221,265.0,2007-05-27T21:00:00.000-03:00,
A901,CUIABA,MT,Automatica,Operante,-15.60694444,-56.06083333,184.0,2002-12-07T22:00:00.000-02:00,
A949,DIAMANTINO,MT,Automatica,Operante,-14.37777777,-56.37972221,317.0,2025-11-26T21:00:00.000-03:00,
A970,ESPIGAO DO LESTE,MT,Automatica,Operante,-11.42666666,-52.18583333,380.0,2026-03-12T21:00:00.000-03:00,
A951,FELIZ NATAL,MT,Automatica,Operante,-12.39694444,-54.92999999,373.0,2025-12-11T21:00:00.000-03:00,
A930,GAUCHA DO NORTE,MT,Automatica,Operante,-13.18472221,-53.2575,375.87,2008-06-03T21:00:00.000-03:00,
A906,GUARANTA DO NORTE,MT,Automatica,Pane,-9.9525,-54.89777777,283.58,2002-12-19T22:00:00.000-02:00,
A932,GUIRATINGA,MT,Automatica,Operante,-16.34166666,-53.76611111,525.43,2008-01-23T21:00:00.000-03:00,
A950,ITANHANGA,MT,Automatica,Operante,-12.23416666,-56.60222222,350.0,2025-11-30T21:00:00.000-03:00,
A933,ITIQUIRA,MT,Automatica,Pane,-17.17499999,-54.50166666,593.12,2008-08-13T21:00:00.000-03:00,
A914,JUARA,MT,Automatica,Pane,-11.28027777,-57.52666666,263.43,2006-11-01T21:00:00.000-03:00,
A920,JUINA,MT,Automatica,Pane,-11.37499999,-58.77472221,365.39,2006-11-23T21:00:00.000-03:00,
A955,LUCAS DO RIO VERDE,MT,Automatica,Operante,-13.07499999,-55.91138888,393.0,2025-12-02T21:00:00.000-03:00,
A946,MARCELANDIA,MT,Automatica,Operante,-11.08499999,-54.51388888,291.0,2025-12-13T21:00:00.000-03:00,
A961,MIRASSOL D'OESTE,MT,Automatica,Operante,-15.64027777,-58.07888888,263.0,2026-02-04T21:00:00.000-03:00,
A953,NOVA CANAA DO NORTE,MT,Automatica,Operante,-10.62444443,-55.72416666,270.0,2025-12-15T21:00:00.000-03:00,
A928,NOVA MARINGA,MT,Automatica,Operante,-13.0386111,-57.09222221,334.36,2008-04-15T21:00:00.000-03:00,
A929,NOVA UBIRATA,MT,Automatica,Operante,-13.68666666,-54.95611111,466.48,2008-04-12T21:00:00.000-03:00,
A959,NOVA UBIRATA - SEDE,MT,Automatica,Operante,-13.03249999,-55.24194444,440.0,2026-03-04T21:00:00.000-03:00,
A956,NOVA XAVANTINA,MT,Automatica,Operante,-14.69777777,-52.35027777,306.0,2025-12-02T21:00:00.000-03:00,
A947,NOVO SANTO ANTONIO,MT,Automatica,Operante,-12.28805555,-50.97138888,205.0,2025-11-27T21:00:00.000-03:00,
A966,POCONE,MT,Automatica,Operante,-17.33666666,-56.76999999,100.0,2026-04-23T21:00:00.000-03:00,
A937,PONTES E LACERDA,MT,Automatica,Operante,-15.32527777,-59.2336111,272.53,2008-01-29T21:00:00.000-03:00,
A960,PORTO ESPERIDIAO,MT,Automatica,Operante,-15.86083333,-58.47222221,159.0,2026-02-06T21:00:00.000-03:00,
A935,PORTO ESTRELA,MT,Automatica,Operante,-15.32472221,-57.22583332,147.75,2008-05-29T21:00:00.000-03:00,
A923,PRIMAVERA DO LESTE,MT,Automatica,Operante,-15.57999999,-54.3811111,680.0,2017-10-25T21:00:00.000-03:00,
A916,QUERENCIA,MT,Automatica,Operante,-12.60305555,-52.1625,355.0,2007-07-17T21:00:00.000-03:00,
A907,RONDONOPOLIS,MT,Automatica,Operante,-16.4625,-54.58027777,289.88,2003-11-16T21:00:00.000-03:00,
A944,ROSARIO OESTE,MT,Automatica,Operante,-14.82888888,-56.44194444,195.0,2019-05-29T21:00:00.000-03:00,
A903,S.J. DO RIO CLARO,MT,Automatica,Operante,-13.45388888,-56.67722221,339.59,2003-02-24T21:00:00.000-03:00,
A936,SALTO DO CEU,MT,Automatica,Operante,-15.12472221,-58.12722221,300.83,2008-01-23T21:00:00.000-03:00,
A948,SANTA RITA DO TRIVELATO,MT,Automatica,Operante,-13.81805554,-55.26777777,510.0,2025-12-08T21:00:00.000-03:00,
A931,SANTO ANTONIO DO LESTE,MT,Automatica,Operante,-14.92499999,-53.88444444,662.0,2008-05-29T21:00:00.000-03:00,
A969,SANTO ANTONIO DO LEVERGER,MT,Automatica,Operante,-15.85472222,-56.07083332,190.0,2026-03-18T21:00:00.000-03:00,
A942,SAO JOSE DO XINGU,MT,Automatica,Pane,-10.48416666,-52.37249999,300.0,2019-02-18T21:00:00.000-03:00,
A911,SAPEZAL,MT,Automatica,Operante,-13.30388888,-58.76333333,105.0,2017-10-19T21:00:00.000-03:00,
A943,SERRA NOVA DOURADA,MT,Automatica,Pane,-11.98777777,-51.4261111,441.0,2019-03-28T21:00:00.000-03:00,
A917,SINOP,MT,Automatica,Operante,-11.98222221,-55.56611111,366.57,2006-10-28T21:00:00.000-03:00,
A904,SORRISO,MT,Automatica,Operante,-12.555,-55.72277777,379.31,2002-12-15T22:00:00.000-02:00,
A952,TABAPORA,MT,Automatica,Operante,-11.05055555,-56.83583333,337.0,2025-12-03T21:00:00.000-03:00,
A902,TANGARA DA SERRA,MT,Automatica,Operante,-14.65,-57.43166666,440.01,2002-12-10T22:00:00.000-02:00,
82353,ALTAMIRA,PA,Convencional,Operante,-3.21416666,-52.21305555,101.51,1927-04-23T21:00:00.000-03:00,
A253,ALTAMIRA,PA,Automatica,Operante,-3.26999999,-52.39472221,191.0,2018-10-24T21:00:00.000-03:00,
A201,BELEM,PA,Automatica,Operante,-1.41111111,-48.43944444,21.17,2003-01-19T22:00:00.000-02:00,
82246,BELTERRA,PA,Convencional,Operante,-2.64222221,-54.94388888,164.3,1971-07-31T21:00:00.000-03:00,
A226,BRAGANCA,PA,Automatica,Operante,-1.05583333,-46.78277777,5.6,2008-03-10T21:00:00.000-03:00,
82188,BREVES,PA,Convencional,Operante,-1.68027777,-50.47805554,9.8,1970-08-31T21:00:00.000-03:00,
A228,BREVES,PA,Automatica,Pane,-1.68027777,-50.47805554,11.0,2017-10-19T21:00:00.000-03:00,
82263,CAMETA,PA,Convencional,Operante,-2.23972221,-49.49972221,9.93,1970-04-30T21:00:00.000-03:00,
A236,CAMETA,PA,Automatica,Pane,-2.23972221,-49.49972221,9.92,2008-06-19T21:00:00.000-03:00,
A248,CAPITAO POCO,PA,Automatica,Operante,-1.73472221,-47.0575,79.1,2011-04-17T21:00:00.000-03:00,
A202,CASTANHAL,PA,Automatica,Operante,-1.30083333,-47.94805555,47.13,2003-01-23T22:00:00.000-02:00,
82861,CONCEICAO DO ARAGUAIA,PA,Convencional,Operante,-8.25916666,-49.26388888,179.02,1920-03-18T21:00:00.000-03:00,
A241,CONCEICAO DO ARAGUAIA,PA,Automatica,Operante,-8.30361111,-49.28277777,175.74,2008-09-03T21:00:00.000-03:00,
A252,DOM ELISEU,PA,Automatica,Operante,-4.28055554,-47.56388888,251.0,2018-03-07T21:00:00.000-03:00,
82445,ITAITUBA,PA,Convencional,Operante,-4.27694443,-55.99305555,24.5,1927-12-31T21:00:00.000-03:00,
A231,ITAITUBA,PA,Automatica,Operante,-4.27694443,-55.99305555,24.46,2008-02-16T21:00:00.000-03:00,
A240,MARABA,PA,Automatica,Pane,-5.36638888,-49.05111111,116.58,2009-06-24T21:00:00.000-03:00,
A209,MEDICILANDIA,PA,Automatica,Pane,-3.51083333,-52.96333333,251.68,2008-02-16T21:00:00.000-03:00,
A246,MINA DO PALITO,PA,Automatica,Operante,-6.31999999,-55.78777777,259.88,2010-09-27T21:00:00.000-03:00,
A239,MONTE ALEGRE,PA,Automatica,Operante,-2.0,-54.07638888,100.53,2012-07-05T21:00:00.000-03:00,
A235,NOVO REPARTIMENTO,PA,Automatica,Operante,-4.24388888,-49.93944444,100.76,2008-07-22T21:00:00.000-03:00,
A232,OBIDOS,PA,Automatica,Pane,-1.88083332,-55.51972221,89.64,2012-07-04T21:00:00.000-03:00,
A210,PACAJA,PA,Automatica,Operante,-3.8436111,-50.63805555,89.02,2008-02-26T21:00:00.000-03:00,
A212,PARAGOMINAS,PA,Automatica,Operante,-2.90055555,-47.49499999,88.0,2007-10-17T21:00:00.000-03:00,
A211,PLACAS,PA,Automatica,Pane,-3.86416666,-54.21638888,100.45,2008-02-13T21:00:00.000-03:00,
82184,PORTO DE MOZ,PA,Convencional,Operante,-1.751055,-52.236186,13.08,1928-04-22T21:00:00.000-03:00,
A245,PORTO DE MOZ,PA,Automatica,Operante,-1.82194443,-52.11166666,19.0,2022-04-06T21:00:00.000-03:00,
A254,REDENCAO,PA,Automatica,Operante,-8.04333333,-50.00694444,199.0,2019-07-10T21:00:00.000-03:00,
A214,RONDON DO PARA,PA,Automatica,Pane,-4.82749999,-48.1736111,203.0,2008-04-16T21:00:00.000-03:00,
A215,SALINOPOLIS,PA,Automatica,Operante,-0.61888888,-47.35666666,23.18,2008-06-13T21:00:00.000-03:00,
A256,SANTA MARIA DAS BARREIRAS,PA,Automatica,Operante,-8.72972221,-49.85638888,165.0,2020-12-17T21:00:00.000-03:00,
A233,SANTANA DO ARAGUAIA,PA,Automatica,Pane,-9.34055555,-50.35027777,154.0,2008-05-29T21:00:00.000-03:00,
A250,SANTAREM,PA,Automatica,Operante,-2.5025,-54.72027777,137.0,2015-09-01T21:00:00.000-03:00,
A216,SAO FELIX DO XINGU,PA,Automatica,Pane,-6.63972221,-51.95694444,211.0,2016-11-14T21:00:00.000-03:00,
A230,SERRA DOS CARAJAS,PA,Automatica,Pane,-6.07749999,-50.14222221,707.0,2008-09-02T21:00:00.000-03:00,
A227,SOURE,PA,Automatica,Pane,-0.72777777,-48.51583333,12.54,2008-04-26T21:00:00.000-03:00,
A213,TOME ACU,PA,Automatica,Operante,-2.59249999,-48.36055555,42.95,2007-10-13T21:00:00.000-03:00,
82145,TRACUATEUA,PA,Convencional,Operante,-1.06361111,-46.86527777,24.68,1972-09-07T21:00:00.000-03:00,
A234,TUCUMA,PA,Automatica,Operante,-6.74333333,-51.14194444,320.93,2008-07-17T21:00:00.000-03:00,
A229,TUCURUI,PA,Automatica,Operante,-3.82277777,-49.67499999,137.94,2008-02-29T21:00:00.000-03:00,
A247,XINGUARA,PA,Automatica,Pane,-7.11055555,-49.9261111,245.0,2016-09-10T21:00:00.000-03:00,
82696,AREIA,PB,Convencional,Operante,-6.97555554,-35.71805554,571.75,1928-12-31T21:00:00.000-03:00,
A310,AREIA,PB,Automatica,Operante,-6.97555554,-35.71805554,573.45,2004-11-15T21:00:00.000-03:00,
A348,CABACEIRAS,PB,Automatica,Operante,-7.48333333,-36.28638888,391.96,2008-02-27T21:00:00.000-03:00,
A352,CAMARATUBA,PB,Automatica,Operante,-6.56194444,-35.13527777,135.51,2008-05-03T21:00:00.000-03:00,
A313,CAMPINA GRANDE,PB,Automatica,Operante,-7.22555554,-35.90472222,546.17,2006-12-21T21:00:00.000-03:00,
A373,ITAPORANGA,PB,Automatica,Operante,-7.31833332,-38.14083333,292.0,2017-11-02T21:00:00.000-03:00,
82798,JOAO PESSOA,PB,Convencional,Operante,-7.09527777,-34.8486111,9.67,1911-12-31T21:25:56.000-02:34,
A320,JOAO PESSOA,PB,Automatica,Operante,-7.1436111,-34.84972221,43.0,2007-07-20T21:00:00.000-03:00,
82792,MONTEIRO,PB,Convencional,Operante,-7.89444444,-37.12472221,606.41,1940-01-13T21:00:00.000-03:00,
A334,MONTEIRO,PB,Automatica,Operante,-7.88277777,-37.12749999,606.39,2007-08-21T21:00:00.000-03:00,
82791,PATOS,PB,Convencional,Operante,-7.05361111,-37.27388888,251.65,1975-10-16T21:00:00.000-03:00,
A321,PATOS,PB,Automatica,Operante,-7.07972221,-37.27277777,263.66,2007-07-20T21:00:00.000-03:00,
82689,SAO GONCALO,PB,Convencional,Operante,-6.83583333,-38.31166666,237.04,1938-10-07T21:00:00.000-03:00,
A333,SAO GONCALO,PB,Automatica,Operante,-6.83583333,-38.31166666,237.04,2007-11-05T21:00:00.000-03:00,
A388,ALIANCA,PE,Automatica,Operante,-7.60916666,-35.23527777,99.0,2026-08-01T21:00:00.000-03:00,
82890,ARCO VERDE,PE,Convencional,Operante,-8.4336111,-37.05527777,683.91,1973-01-31T21:00:00.000-03:00,
A309,ARCO VERDE,PE,Automatica,Operante,-8.4336111,-37.05555555,683.95,2004-11-19T21:00:00.000-03:00,
A329,CABROBO,PE,Automatica,Operante,-8.50388888,-39.31527777,342.74,2007-09-03T21:00:00.000-03:00,
A341,CARUARU,PE,Automatica,Pane,-8.35611111,-36.02833332,837.0,2007-11-20T21:00:00.000-03:00,
